START TIME: 1394482155.69
"wheel","-","1394483548.86","Mon Mar 10 13:32:28 2014"
"wheel","-","1394483549.66","Mon Mar 10 13:32:29 2014"
"wheel","-","1394483550.65","Mon Mar 10 13:32:30 2014"
"wheel","-","1394483552.02","Mon Mar 10 13:32:32 2014"
"wheel","-","1394483552.70","Mon Mar 10 13:32:32 2014"
"wheel","-","1394483553.35","Mon Mar 10 13:32:33 2014"
"wheel","-","1394483554.01","Mon Mar 10 13:32:34 2014"
"wheel","-","1394483554.84","Mon Mar 10 13:32:34 2014"
"wheel","-","1394483555.53","Mon Mar 10 13:32:35 2014"
"wheel","-","1394483556.21","Mon Mar 10 13:32:36 2014"
"wheel","-","1394483556.93","Mon Mar 10 13:32:36 2014"
"wheel","-","1394483558.11","Mon Mar 10 13:32:38 2014"
"wheel","-","1394483567.42","Mon Mar 10 13:32:47 2014"
"wheel","-","1394483568.37","Mon Mar 10 13:32:48 2014"
"wheel","-","1394483572.26","Mon Mar 10 13:32:52 2014"
"wheel","-","1394483577.43","Mon Mar 10 13:32:57 2014"
"wheel","-","1394483578.31","Mon Mar 10 13:32:58 2014"
"wheel","-","1394483591.68","Mon Mar 10 13:33:11 2014"
"wheel","-","1394483594.21","Mon Mar 10 13:33:14 2014"
"wheel","-","1394483608.42","Mon Mar 10 13:33:28 2014"
"wheel","-","1394483614.80","Mon Mar 10 13:33:34 2014"
"wheel","-","1394483616.24","Mon Mar 10 13:33:36 2014"
"wheel","-","1394483625.32","Mon Mar 10 13:33:45 2014"
"wheel","-","1394483695.99","Mon Mar 10 13:34:55 2014"
"wheel","-","1394483733.40","Mon Mar 10 13:35:33 2014"
"wheel","-","1394483736.57","Mon Mar 10 13:35:36 2014"
"wheel","-","1394483738.43","Mon Mar 10 13:35:38 2014"
"wheel","-","1394483739.31","Mon Mar 10 13:35:39 2014"
"wheel","-","1394483740.34","Mon Mar 10 13:35:40 2014"
"wheel","-","1394483741.99","Mon Mar 10 13:35:41 2014"
"wheel","-","1394483743.23","Mon Mar 10 13:35:43 2014"
"wheel","-","1394483744.37","Mon Mar 10 13:35:44 2014"
"wheel","-","1394483746.29","Mon Mar 10 13:35:46 2014"
"wheel","-","1394483747.73","Mon Mar 10 13:35:47 2014"
"wheel","-","1394483748.73","Mon Mar 10 13:35:48 2014"
"wheel","-","1394483750.02","Mon Mar 10 13:35:50 2014"
"wheel","-","1394483751.02","Mon Mar 10 13:35:51 2014"
"wheel","-","1394483752.11","Mon Mar 10 13:35:52 2014"
"wheel","-","1394483753.30","Mon Mar 10 13:35:53 2014"
